ID,value_ave_GB,value_ConPV_mx,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mn,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1
47,,3.07,45.83,0.85,1999.3,0.462,0.688,5.38,27.48,1.116,0.298,0.284,76.7,19.56,8.21,
47,400.5,3.13,46.74,0.87,2002.1,0.474,0.702,,,,,,,,,
47,412.5,3.01,43.63,0.81,1873,0.486,0.712,4.71,25.97,1.079,0.514,0.333,76.2,20.09,8.72,9.64
47,384,3.06,45.2,0.87,2045.1,0.464,0.682,,,,,,,,,
47,414.5,3.07,44.68,0.89,2035,0.45,0.658,2.03,28.92,0.784,0.461,0.508,,,,
47,408,3.16,48.43,0.91,2002.7,0.436,0.654,2.23,27.18,0.884,0.315,0.138,73.8,21.02,8.97,8.16
47,400,3.13,47.11,0.94,1970.3,0.434,0.652,1.79,26.46,0.904,0.204,0.095,76.2,18.18,7.67,7.42
48,468.5,2.9,40.24,0.65,1742.8,0.56,0.814,6.82,20.55,0.87,0.359,0.201,,,,
48,457.5,3.03,44.31,0.69,1976.6,0.556,0.818,3.59,26.03,1.024,0.41,0.185,74,14.25,9.56,6.74
48,494.5,,,,,,,,,,,,,,,
48,509.5,2.94,40.85,0.65,1880.3,0.562,0.81,7.22,20.03,0.859,0.331,0.152,,,,
48,432.5,,,,,,,,,,,,,,,
48,521.5,2.95,41.36,0.7,1711,0.52,0.776,6.15,22.15,0.742,0.344,0.158,,,,
48,543.5,,,,,,,,,,,,,,,
48,538,2.83,37.98,0.69,1930,0.492,0.742,,,,,,,15.75,8.12,8.69
48,542,,,,,,,,,,,,,,,
48,539,2.9,39.59,0.64,1851.9,0.578,0.836,,,,,,,,,
48,515.5,2.95,41.53,0.62,1813.9,0.614,0.9,,,,,,74.5,14.38,9.13,7.58
48,555.5,,,,,,,,,,,,,,,
48,538.5,,,,,,,,,,,,,,,
48,529,,,,,,,,,,,,,,,
48,518,,,,,,,,,,,,,,,
48,547,,,,,,,,,,,,,,,
48,527,,,,,,,,,,,,,,,
49,467.5,,,,,,,,,,,,,,,
49,446,,,,,,,,,,,,,,,
49,470.5,,,,,,,,,,,,,,,
49,,2.5,28.25,0.64,2827.5,0.496,0.682,,,,,,,,,
49,494,2.59,30.73,0.6,2779.9,0.522,0.758,,,,,,,,,
49,493.5,,,,,,,,,,,,,,,
49,,2.49,28.07,0.6,2897.8,0.522,0.73,,,,,,,,,
49,494.5,,,,,,,,,,,,,,,
49,412,,,,,,,,,,,,,,,
49,500,,,,,,,,,,,,,,,
49,501,,,,,,,,,,,,,,,
49,470,,,,,,,,,,,,,,,
49,434.5,2.65,32.24,0.55,2729.3,0.646,0.9,7.05,20.92,0.824,0.492,0.26,,,,
49,475.5,,,,,,,,,,,,,,,
49,507.5,2.56,29.57,0.51,2463.8,0.632,0.918,5.82,22.31,0.733,0.363,0.179,72.3,13.67,7.8,6.37
49,472,,,,,,,,,,,,,,,
49,445,2.6,30.79,0.57,2668.2,0.592,0.862,,,,,,74.4,12.09,7.77,5.99
49,489,,,,,,,,,,,,,,,
49,471,,,,,,,,,,,,,,,
49,463.5,2.75,34.75,0.66,3001.9,0.524,0.76,,,,,,,,,
49,560,2.69,33.45,0.62,2519.3,0.538,0.778,7.03,23.08,0.925,0.639,0.439,74.9,14.58,9.29,7.11
49,498,2.81,36.55,0.67,2791.1,0.504,0.764,,,,,,,,,
49,524,2.67,32.93,0.6,2964,0.568,0.812,,,,,,75.4,11.42,7.43,5.55
49,498.5,2.67,32.98,0.6,2738.2,0.574,0.832,,,,,,,,,
49,535.5,2.72,33.79,0.57,2723.5,0.622,0.886,6.42,20.78,1.33,0.673,0.609,,,,
49,,2.59,30.42,0.55,2492.7,0.596,0.876,4.85,22.45,0.827,0.449,0.065,71.3,11.95,7.68,6.01
49,505,2.72,33.7,0.57,2714.6,0.604,0.882,6.89,17.84,0.946,0.615,0.181,75.9,13.71,8.1,5.59
49,,2.75,34.98,0.57,2629.9,0.622,0.904,3.82,24.22,1.16,0.376,0.49,,,,
